positions,overall_rating,value_euro,short_passing,positioning,composure,velocidade,finalizacao,drible,fisico
ST,71,2400000.0,52,78,76,63.0,70.83333333333333,65.8,75.5
ST,71,2400000.0,58,74,66,67.0,70.16666666666667,53.0,76.0
ST,71,3000000.0,66,72,70,79.0,68.66666666666667,67.2,71.0
"LM,CAM,LW",71,1000000.0,75,65,70,70.0,67.83333333333333,71.4,55.0
"LM,RM,ST",71,3000000.0,64,69,66,91.0,63.5,77.2,56.0
"LM,RM,ST",71,2500000.0,67,70,70,73.5,67.33333333333333,70.4,66.0
ST,71,1500000.0,63,83,73,53.0,72.5,61.8,66.0
"LW,LM,RW,CAM",71,3200000.0,69,66,55,88.0,54.5,76.8,47.5
ST,71,2400000.0,64,68,75,70.0,71.5,65.2,57.0
"ST,CF",71,850000.0,68,73,71,54.5,72.0,61.4,66.5
"LM,LW,RM",71,1800000.0,73,72,63,66.5,59.0,76.0,53.0
"RM,LW,CAM",71,2800000.0,70,64,64,78.0,65.0,73.6,56.5
ST,71,3900000.0,66,70,67,85.5,61.833333333333336,71.0,64.0
"LW,ST",71,2500000.0,61,69,68,91.5,67.33333333333333,76.6,61.0
"ST,CAM",71,2300000.0,70,71,75,67.0,69.0,72.8,72.5
"CM,CDM,LW",71,1800000.0,70,70,76,75.5,63.166666666666664,75.4,64.0
ST,71,3200000.0,60,71,64,68.0,70.0,60.8,78.5
"ST,CF",71,,57,75,74,75.5,70.83333333333333,63.4,69.5
"ST,CAM",71,3200000.0,63,74,56,71.5,68.33333333333333,68.8,72.5
"LW,LM,RW",71,3200000.0,64,64,57,83.5,65.0,73.4,54.5
LW,71,2800000.0,72,69,64,80.0,61.0,70.8,68.0
"ST,LM,CAM",71,2900000.0,73,73,64,82.0,66.83333333333333,69.6,65.0
"CF,LM,ST,CAM",71,2400000.0,67,70,67,79.0,70.5,77.6,57.5
"CAM,CF",71,2200000.0,72,64,66,83.5,57.333333333333336,75.0,46.0
"ST,RM,LM",71,2500000.0,63,70,57,76.0,64.66666666666667,66.4,75.0
"RB,CB,RWB",71,1900000.0,64,59,74,73.0,39.333333333333336,64.6,72.0
"ST,LW,RW",71,3500000.0,66,71,64,72.5,64.66666666666667,68.6,67.5
"LB,LW",71,3000000.0,66,63,54,81.0,44.833333333333336,72.2,71.5
"RM,RW,LM",71,3700000.0,66,68,63,82.0,59.166666666666664,73.2,68.5
"ST,LM",71,2500000.0,64,71,67,85.5,64.16666666666667,71.2,70.5
"RB,RWB",71,1900000.0,68,64,67,76.0,56.5,69.4,76.5
ST,71,2900000.0,67,72,68,68.0,69.66666666666667,67.8,72.5
"LM,CAM,RM,CF",71,2400000.0,68,70,57,77.0,53.666666666666664,73.0,63.0
"ST,LM",71,2300000.0,63,68,69,66.5,72.66666666666667,67.4,74.5
ST,71,2900000.0,69,66,63,88.0,62.833333333333336,75.0,79.0
"ST,LM,RM",71,2800000.0,62,73,59,72.5,70.5,68.2,69.5
ST,71,2300000.0,60,70,71,78.5,65.16666666666667,60.2,85.0
ST,71,2400000.0,55,77,67,62.5,64.83333333333333,68.6,66.5
ST,71,3200000.0,64,76,68,64.0,67.5,61.8,73.5
"ST,RM,CAM,LM",71,4100000.0,62,69,64,72.0,70.5,65.0,70.0
"ST,LM",71,2400000.0,56,68,62,77.0,67.33333333333333,69.6,79.0
ST,71,2800000.0,64,73,68,64.5,70.16666666666667,68.6,59.0
ST,71,2800000.0,60,76,61,67.0,66.5,62.6,77.5
ST,71,2400000.0,68,74,74,70.5,67.83333333333333,68.8,73.5
ST,71,2400000.0,59,72,67,60.0,70.33333333333333,64.8,77.5
"RB,RM,RWB",71,675000.0,69,51,68,67.5,59.166666666666664,65.0,68.0
ST,71,3300000.0,64,74,54,61.0,69.33333333333333,57.4,80.0
"ST,LM",71,2300000.0,68,65,66,76.0,68.16666666666667,66.8,80.0
"RW,LW",71,1000000.0,73,75,73,64.5,70.66666666666667,71.0,72.0
"RB,RWB,LB",71,2400000.0,67,63,67,79.0,58.5,71.4,72.5
ST,71,3200000.0,68,72,70,66.5,66.33333333333333,67.0,72.5
"LB,CB,LWB",71,2300000.0,69,55,65,60.5,44.666666666666664,63.0,70.0
"RM,ST,RW",71,2500000.0,65,70,70,88.5,62.0,78.0,65.5
ST,70,2200000.0,71,71,71,58.0,69.0,61.4,76.5
"ST,CAM",70,2400000.0,62,70,67,73.5,68.66666666666667,68.8,65.5
ST,70,2200000.0,63,70,62,72.0,64.83333333333333,66.2,81.0
"LB,LWB,LM",71,2800000.0,70,72,61,80.0,58.0,72.2,71.5
"ST,LM",71,3400000.0,58,73,67,92.0,62.833333333333336,76.2,70.5
"CM,CF",71,2400000.0,73,69,69,78.5,60.333333333333336,72.6,80.0
"LM,LW,RW",71,1400000.0,73,70,68,64.0,68.33333333333333,71.2,66.5
"RB,RWB",71,1700000.0,70,55,62,66.0,58.5,65.8,76.0
"RW,LW,ST",71,2800000.0,67,72,70,77.5,64.66666666666667,75.0,74.5
ST,70,1400000.0,66,70,69,61.5,65.66666666666667,68.6,73.5
"LB,LWB",70,3000000.0,64,62,64,89.5,45.333333333333336,69.0,69.5
ST,70,1900000.0,58,75,61,63.5,67.33333333333333,64.6,64.0
"LM,CF",70,3700000.0,66,66,60,87.0,56.833333333333336,76.6,59.0
"LM,LW,RM,ST",70,2200000.0,61,67,65,90.0,63.666666666666664,73.0,71.0
ST,70,1700000.0,58,71,68,68.5,70.0,68.6,76.0
ST,70,825000.0,64,78,68,51.5,71.5,62.0,62.5
"LB,LM,LWB",70,2000000.0,67,67,70,84.5,43.833333333333336,71.2,71.5
"RB,RM,RWB",70,1300000.0,67,43,72,70.5,47.333333333333336,66.0,65.5
RW,70,1800000.0,68,70,69,74.5,64.83333333333333,70.0,66.0
ST,70,1800000.0,55,74,67,70.0,69.83333333333333,66.8,76.0
"ST,CAM",70,1100000.0,73,74,75,55.0,68.0,71.4,73.5
LW,70,2400000.0,65,65,59,77.5,64.0,73.4,61.5
ST,70,925000.0,56,75,69,68.0,70.66666666666667,68.2,69.0
"ST,LM,RW,RM",70,1900000.0,61,67,63,82.5,61.666666666666664,71.6,66.5
"RM,RW",70,1900000.0,68,68,56,77.0,57.5,72.4,70.0
"ST,RW",70,1800000.0,66,70,68,86.0,63.166666666666664,74.4,76.0
ST,70,2100000.0,59,73,69,76.0,69.33333333333333,67.8,79.0
"LM,ST,RM",70,3200000.0,61,69,65,85.5,65.66666666666667,71.4,67.0
ST,70,1400000.0,67,75,67,49.5,68.83333333333333,65.8,63.5
ST,70,925000.0,58,76,74,74.0,71.5,63.6,79.5
"RW,RM,CM",70,2500000.0,70,67,66,77.5,53.833333333333336,69.4,69.0
"CAM,ST",70,1700000.0,67,61,62,71.5,66.33333333333333,75.6,61.5
ST,70,925000.0,65,75,80,52.5,71.0,64.8,62.5
"LM,RM,LW",70,3100000.0,62,59,60,81.0,47.5,84.8,40.5
ST,70,2400000.0,59,71,68,66.5,67.83333333333333,63.4,71.5
"ST,LM",70,2500000.0,67,69,60,83.0,62.0,72.6,60.0
"RB,RWB",70,,65,40,72,78.5,51.666666666666664,77.0,68.5
"LW,ST,RW",70,1700000.0,68,63,55,82.5,65.66666666666667,74.0,73.5
ST,70,1700000.0,67,71,70,60.5,70.33333333333333,62.4,71.0
"RM,RW",70,2300000.0,65,67,66,88.5,61.333333333333336,72.6,72.0
"LB,LWB",70,1700000.0,70,54,61,78.0,40.833333333333336,72.4,66.0
"RM,RW,LW",70,2400000.0,62,63,61,88.0,48.5,75.2,74.5
ST,70,1800000.0,68,79,74,60.0,66.33333333333333,71.0,71.0
"LM,ST,RM",70,2700000.0,65,67,67,85.0,68.5,74.6,65.5
ST,70,925000.0,67,71,72,65.0,69.16666666666667,66.4,72.0
"CM,LW",70,1600000.0,70,69,74,68.0,62.0,72.8,76.5
ST,70,1400000.0,57,77,70,51.5,72.0,55.2,60.5
"ST,CAM",70,1800000.0,69,77,65,74.5,63.0,71.4,72.5
"ST,LW",70,2500000.0,62,73,59,75.0,64.66666666666667,69.4,65.0
ST,70,1600000.0,65,68,71,63.0,70.66666666666667,61.8,74.0
"LB,LWB",70,1900000.0,68,56,65,76.5,47.0,68.2,70.0
"LW,RW,LM",70,2100000.0,70,66,66,80.5,51.333333333333336,76.0,49.5
ST,70,2300000.0,63,74,69,68.5,71.5,71.6,72.0
"ST,LM,RM",70,2700000.0,64,70,57,78.0,64.66666666666667,75.2,57.0
LW,70,2100000.0,64,64,69,90.0,60.166666666666664,74.4,52.5
"ST,CF,CAM",70,3200000.0,71,67,53,74.5,63.166666666666664,70.8,61.0
"LW,CAM",70,2400000.0,71,64,55,75.5,59.0,75.8,57.5
"RW,CM",70,2500000.0,72,68,71,74.5,58.333333333333336,72.4,71.5
"ST,LM",70,2500000.0,59,76,67,77.5,66.0,71.4,65.5
ST,70,1800000.0,63,70,58,77.5,66.16666666666667,70.2,72.5
"LM,RM,CF",70,2400000.0,63,68,67,90.5,61.333333333333336,77.6,66.5
"ST,RM",70,2100000.0,62,75,65,76.5,65.33333333333333,71.2,65.0
ST,70,1700000.0,59,73,76,47.0,71.33333333333333,55.8,71.5
"ST,LM,RM",70,2100000.0,72,72,67,71.5,66.66666666666667,73.2,58.5
"RM,ST",70,1800000.0,62,60,70,83.5,60.333333333333336,70.0,70.0
"LW,CAM,ST",70,2500000.0,65,66,69,73.5,65.83333333333333,74.4,55.0
ST,70,2400000.0,67,68,68,74.5,67.16666666666667,67.2,66.5
"RM,ST",70,2500000.0,65,68,53,84.5,58.333333333333336,77.0,67.0
ST,70,1800000.0,63,72,69,75.5,62.666666666666664,73.0,66.0
ST,70,1800000.0,62,76,62,69.0,66.16666666666667,60.2,75.0
ST,70,1400000.0,62,79,66,69.5,66.33333333333333,69.0,74.0
"ST,RW,CF",70,1800000.0,59,71,68,86.0,64.33333333333333,73.6,66.0
ST,70,1800000.0,54,69,58,79.5,66.5,75.6,66.5
ST,70,2500000.0,66,71,62,64.5,67.33333333333333,64.8,73.5
ST,70,1900000.0,61,73,67,69.0,67.33333333333333,67.4,68.0
ST,70,1800000.0,58,67,68,74.0,67.66666666666667,61.4,79.0
"ST,RM,CAM",70,1400000.0,70,71,73,71.5,68.66666666666667,72.8,64.0
ST,69,1400000.0,61,71,72,84.0,65.16666666666667,74.4,75.5
ST,69,1100000.0,65,69,64,68.5,68.0,63.8,68.5
"ST,CAM",69,1100000.0,71,58,64,65.5,68.33333333333333,65.4,76.0
"RW,RM",69,1200000.0,61,64,59,88.0,60.0,74.8,55.5
"LM,ST",69,1500000.0,65,67,61,75.5,61.5,69.0,71.0
"LB,LM,LWB",69,825000.0,68,70,61,82.0,54.166666666666664,70.4,75.5
"LB,LM,LWB",69,1600000.0,66,66,63,84.5,37.333333333333336,74.8,78.0
ST,69,1000000.0,65,70,69,70.5,66.83333333333333,71.2,63.5
ST,69,1000000.0,62,73,66,55.5,69.0,63.0,71.5
"ST,LW,RW",69,1100000.0,64,64,61,76.5,65.5,64.4,70.5
"RM,RWB",69,1200000.0,68,65,57,82.0,56.166666666666664,70.8,63.5
"ST,RW",69,950000.0,65,67,53,68.5,67.0,62.8,72.0
"RWB,RM",69,1000000.0,67,55,59,73.0,46.5,71.8,75.5
ST,69,1100000.0,59,72,64,70.5,66.5,65.4,75.5
ST,69,375000.0,61,70,70,60.5,69.33333333333333,62.8,75.5
"ST,RW",69,1400000.0,62,61,65,85.5,64.16666666666667,67.2,76.5
"LW,LM,RW",69,2000000.0,65,70,53,77.0,61.5,71.6,61.5
ST,69,1200000.0,66,66,61,63.5,66.66666666666667,57.6,72.5
ST,69,1400000.0,57,71,58,60.0,66.66666666666667,65.0,61.0
ST,69,375000.0,63,71,66,56.0,72.5,64.8,52.5
"ST,CF",69,1100000.0,51,66,56,76.0,66.66666666666667,63.2,84.0
ST,69,1400000.0,62,68,66,76.5,66.16666666666667,65.4,71.5
"LW,RW",69,1100000.0,68,66,63,77.5,61.5,74.0,49.5
ST,69,1100000.0,61,71,69,64.5,65.5,61.4,78.0
ST,69,1200000.0,59,71,65,66.0,65.5,61.6,73.5
"CAM,LM,ST",69,525000.0,68,73,77,57.0,60.666666666666664,69.2,59.5
ST,69,1300000.0,63,68,70,66.5,69.66666666666667,64.6,72.0
ST,69,2000000.0,56,67,68,82.5,66.66666666666667,61.8,65.0
"RB,RWB",69,875000.0,62,65,67,83.0,51.0,67.8,69.0
"LB,LWB,CB,LM",69,1100000.0,61,60,67,69.5,52.0,67.4,76.0
"LM,LW,CAM",69,,74,67,71,74.0,61.166666666666664,68.6,61.5
ST,69,,68,70,68,76.5,67.16666666666667,67.8,69.5
"RM,CAM,ST",69,1100000.0,70,68,67,73.5,57.833333333333336,72.6,62.5
"RWB,RB,LWB",69,1100000.0,66,60,63,82.0,55.0,70.8,65.5
"RM,RWB,LM,CAM",69,1100000.0,70,66,65,75.5,60.5,71.2,69.5
"CM,LW",69,1600000.0,73,73,77,75.0,58.166666666666664,73.0,66.5
ST,69,650000.0,66,71,64,48.5,69.33333333333333,58.8,70.0
"RWB,CB",69,875000.0,66,63,65,72.0,53.0,64.0,72.0
ST,69,1400000.0,64,69,53,61.5,65.83333333333333,61.6,71.0
"ST,LM",69,1600000.0,50,66,59,65.5,68.66666666666667,63.0,70.5
"LW,RW",69,1100000.0,69,64,68,72.5,63.0,74.4,49.5
ST,69,475000.0,57,75,65,38.0,74.0,54.2,74.0
"RB,RM,RWB",69,700000.0,67,61,67,73.0,51.5,68.4,74.0
"LM,CM,ST",69,1400000.0,73,66,51,75.0,65.5,68.6,69.0
ST,69,1300000.0,68,70,58,36.5,70.66666666666667,54.8,78.0
ST,69,1500000.0,54,66,59,70.5,65.0,68.8,69.0
ST,69,1200000.0,64,67,65,71.0,66.16666666666667,63.0,81.0
ST,69,1500000.0,59,70,69,79.5,64.0,67.6,73.0
ST,69,1300000.0,58,68,65,69.0,64.66666666666667,65.2,86.0
ST,69,1500000.0,59,68,66,80.5,63.833333333333336,56.6,78.0
"RM,RW,LM",69,1300000.0,63,65,60,85.0,49.5,78.6,49.5
"ST,CF",69,1200000.0,68,77,72,81.5,63.0,72.8,65.5
"ST,RM,LM",69,1400000.0,67,70,61,74.5,65.0,68.4,66.5
ST,69,1900000.0,66,64,58,91.5,62.333333333333336,70.2,72.0
ST,69,1100000.0,62,68,54,74.0,66.16666666666667,68.8,67.0
ST,69,1300000.0,62,70,60,81.5,61.166666666666664,72.2,67.5
"RW,LW,CM",69,1500000.0,73,65,58,80.5,63.0,63.8,72.0
ST,69,1100000.0,61,65,67,74.5,67.16666666666667,58.8,76.0
"CAM,CF,ST",69,1100000.0,70,63,63,54.5,62.833333333333336,70.4,72.0
"RW,RM,LW,ST",69,1100000.0,65,69,67,81.0,63.833333333333336,73.2,69.0
"ST,RW,LW",69,1100000.0,64,65,59,77.5,64.66666666666667,67.8,69.0
ST,69,1300000.0,66,68,68,73.0,63.833333333333336,66.6,72.0
"LB,LWB",69,1600000.0,48,49,54,85.5,37.833333333333336,69.6,70.0
ST,69,950000.0,69,62,58,63.0,69.5,63.8,74.0
"ST,RM,LM",69,1400000.0,65,68,50,90.0,62.833333333333336,67.6,77.0
"RM,RW,LM",69,1600000.0,64,66,56,78.5,64.0,73.4,65.0
"ST,CAM",69,950000.0,62,71,74,69.0,69.66666666666667,69.4,63.0
"CAM,RW,LW",69,1200000.0,70,64,65,73.0,53.166666666666664,70.8,56.5
"LW,CF",69,2200000.0,71,65,62,74.5,55.166666666666664,75.2,48.0
ST,69,1100000.0,62,73,66,66.5,68.5,64.0,68.5
"LW,RW",68,950000.0,63,66,69,77.0,62.333333333333336,71.6,60.0
ST,68,900000.0,62,71,63,51.5,66.33333333333333,58.2,78.0
ST,68,950000.0,62,66,62,75.5,62.5,62.8,79.5
"RW,LW",68,1300000.0,62,65,64,88.0,56.833333333333336,77.2,57.0
"ST,LM",68,1300000.0,60,70,66,75.5,66.5,66.0,69.0
"LB,LWB",68,700000.0,71,38,58,70.0,46.5,64.4,65.0
"LB,LM,LWB",68,700000.0,64,62,64,81.0,59.166666666666664,66.0,82.5
ST,68,800000.0,68,69,62,63.0,69.83333333333333,66.8,67.0
"RM,ST,LM",68,875000.0,63,73,61,76.0,62.166666666666664,79.2,60.5
ST,68,1100000.0,61,64,67,77.5,62.166666666666664,65.8,64.5
"ST,RW,CAM",68,1100000.0,64,69,54,75.0,61.5,66.2,77.5
"LM,ST,CAM",68,1200000.0,61,63,57,88.0,56.666666666666664,73.4,63.5
ST,68,900000.0,56,71,64,76.0,64.66666666666667,72.4,70.0
ST,68,1200000.0,55,67,71,78.5,63.333333333333336,69.0,70.5
"RW,CAM,LW",68,950000.0,59,58,62,93.0,60.5,70.2,74.0
"LW,ST,LM",68,775000.0,68,72,67,76.0,60.666666666666664,69.4,74.0
ST,68,875000.0,52,73,62,58.0,65.83333333333333,65.0,68.5
"RM,LM,RW",68,850000.0,61,63,60,89.0,61.666666666666664,71.8,61.0
"RB,RWB",68,1200000.0,63,59,61,72.5,41.5,68.6,78.0
"RM,RW,LW",68,875000.0,69,63,59,75.5,56.0,72.6,50.0
"RB,RWB,RM",68,250000.0,69,48,57,60.0,63.833333333333336,67.6,71.5
"RM,ST",68,950000.0,65,68,59,74.5,62.333333333333336,62.4,75.5
ST,68,925000.0,64,70,59,76.5,65.66666666666667,71.0,63.5
"LW,RW",68,1200000.0,65,66,55,89.5,53.833333333333336,75.4,54.0
"RM,LM,ST",68,1200000.0,66,63,62,76.5,57.5,70.2,55.0
ST,68,1200000.0,54,66,59,67.5,68.16666666666667,67.4,70.0
ST,68,950000.0,55,73,63,56.0,65.33333333333333,50.8,79.5
"ST,LM,RM",68,950000.0,65,72,67,77.5,62.333333333333336,70.2,55.5
"ST,LM,RM",68,1100000.0,66,66,68,68.5,65.5,67.0,68.0
"CAM,RW",68,1400000.0,65,64,58,77.5,60.0,70.8,54.5
"RB,RW,LW",68,1300000.0,66,65,61,74.0,61.166666666666664,67.0,73.0
"CM,RW",68,1000000.0,68,66,54,70.5,61.666666666666664,69.0,68.0
"ST,LM,RM",68,1100000.0,65,69,64,79.0,60.0,69.0,73.0
"ST,LW",68,475000.0,55,65,58,76.5,68.66666666666667,76.0,52.0
ST,68,260000.0,58,75,72,43.5,74.16666666666667,56.8,52.5
ST,68,1100000.0,52,67,63,57.0,68.5,55.6,81.0
"LB,LWB",68,750000.0,63,59,62,74.5,51.0,65.4,70.0
"LW,LM",68,850000.0,64,63,62,79.0,56.5,70.2,55.5
"LB,LW,RW",68,675000.0,65,67,61,83.0,50.833333333333336,69.0,69.0
"ST,RM",68,1100000.0,64,68,65,85.5,57.5,66.6,82.0
"LW,RW",68,1100000.0,65,67,66,84.5,55.833333333333336,73.4,62.0
"CAM,CF",68,850000.0,71,68,72,65.5,56.333333333333336,72.4,59.0
ST,68,950000.0,61,67,67,58.5,66.5,69.6,80.5
"RW,LW",68,1700000.0,64,58,56,79.0,50.166666666666664,71.6,44.5
"ST,RM,LM",68,950000.0,64,66,71,78.0,65.5,71.6,64.5
"RM,RW,LM,LW",68,875000.0,64,70,68,79.5,68.0,70.4,53.5
"LB,LWB",68,1300000.0,68,50,62,71.0,40.0,65.8,72.0
ST,68,1300000.0,62,67,59,68.5,63.333333333333336,64.8,66.5
ST,68,475000.0,63,72,72,73.5,62.5,68.0,69.5
ST,68,1100000.0,54,61,60,79.0,66.5,65.4,82.0
"RM,RW",68,1100000.0,69,66,70,74.0,61.833333333333336,67.2,72.5
"RW,LW,CM",68,850000.0,72,67,70,67.0,66.66666666666667,69.4,56.0
ST,68,,61,70,52,76.0,60.833333333333336,74.4,54.5
ST,68,1100000.0,59,62,61,79.5,61.833333333333336,65.6,76.0
"ST,CAM",68,1300000.0,75,69,72,71.5,60.0,74.0,59.5
"RM,RW",68,900000.0,71,57,60,89.5,55.166666666666664,69.0,45.5
RW,68,950000.0,62,62,73,90.0,51.5,72.0,58.0
"LM,LWB,CM",68,1100000.0,67,57,61,79.0,49.833333333333336,73.2,73.5
ST,68,875000.0,66,72,70,57.0,66.16666666666667,68.6,59.5
ST,68,1300000.0,62,68,64,64.5,64.5,64.0,78.5
"ST,LW",68,1100000.0,68,70,54,77.0,61.833333333333336,67.6,76.0
ST,68,900000.0,62,72,68,44.0,69.16666666666667,64.0,74.0
"RW,RM,LM,ST",68,1400000.0,68,66,55,79.0,59.833333333333336,69.4,76.5
"ST,RM",68,1200000.0,61,66,62,83.5,63.166666666666664,65.0,73.5
"CF,ST",68,900000.0,67,67,50,72.5,67.0,70.0,71.0
"CAM,LW,RB",68,1300000.0,66,68,60,78.5,53.0,76.4,48.0
"LB,LWB",68,1000000.0,63,51,65,82.5,49.0,67.8,71.0
"RM,LM,ST",68,1200000.0,66,67,56,81.0,60.166666666666664,71.6,64.0
"CM,LW,RW,LM",68,1200000.0,72,66,69,83.0,61.666666666666664,77.8,52.0
ST,68,1400000.0,60,63,61,74.5,64.16666666666667,58.0,70.5
"RW,LW",68,775000.0,64,64,66,73.5,67.83333333333333,71.0,58.0
ST,68,725000.0,69,75,70,44.0,69.33333333333333,49.4,71.0
ST,68,900000.0,68,69,66,46.5,68.0,54.6,78.5
ST,68,1200000.0,54,65,64,66.0,63.666666666666664,62.4,81.0
ST,68,900000.0,63,67,62,67.5,66.0,62.4,79.0
ST,68,1400000.0,65,65,62,67.5,66.5,64.0,64.0
"ST,CF,RW",68,725000.0,65,73,73,69.5,68.0,67.0,73.5
"LM,RM,CF",68,1200000.0,65,54,50,77.5,64.0,68.4,69.5
ST,68,1200000.0,58,69,61,89.0,62.333333333333336,67.2,79.0
"ST,RW",68,1400000.0,63,65,55,77.0,64.66666666666667,67.0,75.5
"ST,RW,CF,RM",68,925000.0,64,59,57,75.5,68.5,65.2,58.0
ST,68,1400000.0,61,64,61,75.5,61.166666666666664,63.2,61.5
"LW,CAM,ST",68,1100000.0,67,62,66,83.0,54.333333333333336,67.0,57.5
ST,68,1100000.0,61,65,55,64.0,67.83333333333333,59.8,61.0
"ST,LM",68,1200000.0,60,69,48,66.5,65.66666666666667,62.0,67.0
"LW,LB,RW,LM",68,,69,66,71,82.0,56.166666666666664,69.2,58.5
ST,68,1100000.0,64,63,65,87.5,62.833333333333336,71.8,74.0
"LM,ST,LW",68,875000.0,63,67,61,78.5,61.5,68.4,71.0
RW,67,950000.0,67,60,51,77.0,56.333333333333336,75.6,53.0
"CAM,CM,RM,ST",67,900000.0,68,67,64,62.0,63.5,67.6,61.5
"RW,LW",67,1200000.0,58,63,54,84.0,62.666666666666664,67.4,62.5
"RW,LB",67,1000000.0,65,67,64,73.5,52.5,65.8,66.0
"LWB,LB",67,575000.0,63,53,50,68.5,53.333333333333336,63.0,70.5
ST,67,1300000.0,52,66,55,78.0,62.333333333333336,62.0,64.5
LW,67,1300000.0,55,56,66,89.0,56.333333333333336,76.6,47.5
"CAM,RM,RW",67,1200000.0,64,64,62,71.5,55.833333333333336,71.4,65.0
"CDM,LWB",67,625000.0,63,49,62,69.0,52.666666666666664,66.6,76.5
ST,67,675000.0,59,65,70,63.5,66.0,64.6,68.0
"LW,RW",67,1100000.0,63,58,60,88.5,53.0,71.6,56.5
"ST,LM",67,1200000.0,58,63,66,68.0,62.666666666666664,56.8,70.0
RW,67,1100000.0,65,64,58,83.0,49.666666666666664,72.8,56.0
"ST,CAM",67,975000.0,62,73,67,71.0,63.166666666666664,66.4,74.5
"CM,CAM,CF",67,1600000.0,70,67,56,69.0,58.666666666666664,72.8,59.0
RW,67,1000000.0,60,62,62,92.0,58.333333333333336,69.6,71.0
"CAM,ST,LM",67,375000.0,64,70,65,72.5,65.5,65.4,65.0
"ST,RM",67,750000.0,54,74,60,76.0,61.5,71.4,65.0
"CM,CDM,CAM,ST",67,1300000.0,68,68,64,76.0,52.333333333333336,71.2,69.0
ST,67,1100000.0,54,62,58,88.0,60.5,66.6,73.5
ST,67,900000.0,61,66,68,76.5,60.833333333333336,71.0,75.0
"ST,RM,LM",67,600000.0,61,64,77,71.5,63.5,64.2,82.0
ST,67,800000.0,66,66,62,74.0,62.5,69.2,65.0
LW,67,1400000.0,65,67,62,73.5,64.83333333333333,67.6,57.5
"ST,RM",67,675000.0,67,63,77,72.5,65.5,69.4,71.0
"ST,CAM,LM",67,1000000.0,63,64,58,77.0,60.333333333333336,68.0,65.5
"ST,CF",67,,55,66,47,67.0,64.33333333333333,60.2,66.0
"CM,CF",67,575000.0,70,70,70,70.0,61.5,77.6,55.5
"CF,ST,CAM,LW",67,975000.0,59,69,62,78.0,59.166666666666664,70.6,68.5
ST,67,725000.0,58,66,65,71.0,66.83333333333333,67.4,61.5
ST,67,975000.0,59,66,65,81.5,63.166666666666664,70.6,65.0
"LM,LW",67,825000.0,63,64,58,80.0,56.666666666666664,73.4,62.0
"RM,LM,RW,LW",67,1000000.0,59,64,49,90.5,59.5,67.4,68.5
"ST,CF",67,925000.0,62,68,57,72.0,64.16666666666667,64.6,70.0
ST,67,1000000.0,53,65,57,66.5,62.833333333333336,61.6,58.0
"RM,RW",67,950000.0,58,63,63,87.5,54.0,69.6,59.0
"ST,LW,CAM",67,675000.0,56,65,61,66.5,69.5,64.0,64.0
"ST,RW",67,800000.0,60,69,54,81.0,63.5,71.8,72.0
"ST,RW,LW,CF",67,750000.0,56,63,48,74.0,63.333333333333336,65.4,72.0
"LM,LWB",67,750000.0,65,64,65,73.5,56.333333333333336,69.2,62.0
"LM,ST",67,1000000.0,63,64,69,77.5,62.5,68.0,62.0
"RM,LM,ST",67,825000.0,69,59,50,80.5,54.833333333333336,65.2,62.0
"LB,LWB",67,1300000.0,67,56,63,77.5,46.5,66.2,62.5
"RB,RM,RWB",67,850000.0,62,57,53,77.0,37.666666666666664,67.6,63.5
ST,67,800000.0,54,66,57,73.5,65.16666666666667,64.8,72.5
ST,67,975000.0,60,73,55,64.0,60.666666666666664,64.0,66.5
ST,67,675000.0,57,68,52,48.0,66.83333333333333,59.0,67.0
ST,67,975000.0,60,67,64,76.0,63.833333333333336,68.8,68.0
"CAM,RW",67,1300000.0,64,52,54,72.0,56.0,70.6,60.0
ST,67,1300000.0,59,69,64,64.5,64.33333333333333,65.8,66.0
"ST,RM",67,825000.0,50,71,72,83.0,62.666666666666664,71.0,62.5
"ST,CAM",67,725000.0,69,75,74,49.5,67.0,63.2,56.5
ST,67,825000.0,67,66,70,72.5,64.5,61.4,76.5
"LM,RM,ST",67,750000.0,62,62,63,72.0,67.0,67.4,70.0
"RB,LB,LWB",67,800000.0,75,46,57,60.0,47.0,65.2,52.5
ST,67,400000.0,53,68,58,74.0,66.0,65.0,65.5
"ST,RM,LM",67,1100000.0,63,67,67,78.0,58.166666666666664,70.8,61.0
"LM,ST,RM",67,975000.0,61,66,63,82.5,62.333333333333336,72.4,79.5
"ST,LM",67,800000.0,65,69,65,79.5,60.5,75.0,67.5
ST,67,1100000.0,67,66,60,64.0,62.833333333333336,62.4,67.0
"LM,LW",67,725000.0,70,65,68,68.0,58.666666666666664,71.0,65.5
ST,67,750000.0,62,64,52,50.0,66.66666666666667,50.6,72.5
ST,67,750000.0,63,64,65,60.5,69.0,62.4,69.5
"ST,RW,LW",67,1000000.0,61,71,48,72.0,64.0,60.8,62.0
"RW,CAM,LW",67,775000.0,67,60,65,68.5,54.333333333333336,68.2,67.5
"LM,CAM,RW,CF",67,1200000.0,65,42,57,89.5,56.833333333333336,75.0,58.0
ST,67,1000000.0,58,66,60,85.0,62.333333333333336,68.6,70.5
ST,67,1300000.0,57,67,53,73.5,65.5,61.4,63.5
"LB,LWB",67,550000.0,70,62,66,72.5,56.5,67.8,69.0
"CAM,ST,CM",67,950000.0,70,63,62,67.5,60.166666666666664,68.6,72.0
